platform,problem_id,title,difficulty_raw,difficulty_band,accepted_count,submission_count,acceptance_rate,contest_id,irt_users,is_experimental
AtCoder,KeioPC2025_r,R. Many Strings,,Unknown,,,,KeioPC2025,,
AtCoder,abc001_1,A. 積雪深差,-305.0,Easy,,,,abc001,222.0,True
AtCoder,abc001_2,B. 視程の通報,520.0,Easy,,,,abc001,222.0,True
AtCoder,abc001_3,C. 風力観測,1189.0,Medium,,,,abc001,222.0,True
AtCoder,abc001_4,D. 感雨時刻の整理,1565.0,Medium,,,,abc001,222.0,True
AtCoder,abc002_1,A. 正直者,124.0,Easy,,,,abc002,218.0,True
AtCoder,abc002_2,B. 罠,298.0,Easy,,,,abc002,218.0,True
AtCoder,abc002_3,C. 直訴,623.0,Easy,,,,abc002,218.0,True
AtCoder,abc002_4,D. 派閥,1418.0,Medium,,,,abc002,218.0,True
AtCoder,abc003_1,A. AtCoder社の給料,-613.0,Easy,,,,abc003,156.0,True
AtCoder,abc003_2,B. AtCoderトランプ,668.0,Easy,,,,abc003,156.0,True
AtCoder,abc003_3,C. AtCoderプログラミング講座,824.0,Medium,,,,abc003,156.0,True
AtCoder,abc003_4,D. AtCoder社の冬,2033.0,Hard,,,,abc003,156.0,True
AtCoder,abc004_1,A. 流行,-406.0,Easy,,,,abc004,218.0,True
AtCoder,abc004_2,B. 回転,367.0,Easy,,,,abc004,218.0,True
AtCoder,abc004_3,C. 入れ替え,685.0,Easy,,,,abc004,218.0,True
AtCoder,abc004_4,D. マーブル,1861.0,Medium,,,,abc004,218.0,True
AtCoder,abc005_1,A. おいしいたこ焼きの作り方,-231.0,Easy,,,,abc005,201.0,True
AtCoder,abc005_2,B. おいしいたこ焼きの食べ方,125.0,Easy,,,,abc005,201.0,True
AtCoder,abc005_3,C. おいしいたこ焼きの売り方,840.0,Medium,,,,abc005,201.0,True
AtCoder,abc005_4,D. おいしいたこ焼きの焼き方,1447.0,Medium,,,,abc005,201.0,True
AtCoder,abc006_1,A. 世界のFizzBuzz,-542.0,Easy,,,,abc006,268.0,True
AtCoder,abc006_2,B. トリボナッチ数列,813.0,Medium,,,,abc006,268.0,True
AtCoder,abc006_3,C. スフィンクスのなぞなぞ,1158.0,Medium,,,,abc006,268.0,True
AtCoder,abc006_4,D. トランプ挿入ソート,1696.0,Medium,,,,abc006,268.0,True
AtCoder,abc007_1,A. 植木算,-837.0,Easy,,,,abc007,244.0,True
AtCoder,abc007_2,B. 辞書式順序,195.0,Easy,,,,abc007,244.0,True
AtCoder,abc007_3,A. 幅優先探索,1024.0,Medium,,,,atc002,244.0,True
AtCoder,abc007_4,D. 禁止された数字,1718.0,Medium,,,,abc007,244.0,True
AtCoder,abc008_1,A. アルバム,-386.0,Easy,,,,abc008,288.0,True
AtCoder,abc008_2,B. 投票,601.0,Easy,,,,abc008,288.0,True
AtCoder,abc008_3,C. コイン,1836.0,Medium,,,,abc008,288.0,True
AtCoder,abc008_4,D. 金塊ゲーム,2203.0,Hard,,,,abc008,288.0,True
AtCoder,abc009_1,A. 引越し作業,-108.0,Easy,,,,abc009,282.0,True
AtCoder,abc009_2,B. 心配性な富豪、ファミリーレストランに行く。,361.0,Easy,,,,abc009,282.0,True
AtCoder,abc009_3,C. 辞書式順序ふたたび,1915.0,Medium,,,,abc009,282.0,True
AtCoder,abc009_4,D. 漸化式,2213.0,Hard,,,,abc009,282.0,True
AtCoder,abc010_1,A. ハンドルネーム,-262.0,Easy,,,,abc010,243.0,True
AtCoder,abc010_2,B. 花占い,229.0,Easy,,,,abc010,243.0,True
AtCoder,abc010_3,C. 浮気調査,615.0,Easy,,,,abc010,243.0,True
AtCoder,abc010_4,D. 浮気予防,1777.0,Medium,,,,abc010,243.0,True
AtCoder,abc011_1,A. 来月は何月？,-61.0,Easy,,,,abc011,314.0,True
AtCoder,abc011_2,B. 名前の確認,172.0,Easy,,,,abc011,314.0,True
AtCoder,abc011_3,C. 123引き算,810.0,Medium,,,,abc011,314.0,True
AtCoder,abc011_4,D. 大ジャンプ,1843.0,Medium,,,,abc011,314.0,True
AtCoder,abc012_1,A. スワップ,-48.0,Easy,,,,abc012,300.0,True
AtCoder,abc012_2,B. 入浴時間,245.0,Easy,,,,abc012,300.0,True
AtCoder,abc012_3,C. 九九足し算,284.0,Easy,,,,abc012,300.0,True
AtCoder,abc012_4,D. バスと避けられない運命,1166.0,Medium,,,,abc012,300.0,True
AtCoder,abc013_1,A. A,-191.0,Easy,,,,abc013,259.0,True
AtCoder,abc013_2,B. 錠,276.0,Easy,,,,abc013,259.0,True
AtCoder,abc013_3,C. 節制,1692.0,Medium,,,,abc013,259.0,True
AtCoder,abc013_4,D. 阿弥陀,1730.0,Medium,,,,abc013,259.0,True
AtCoder,abc014_1,A. けんしょう先生のお菓子配り,23.0,Easy,,,,abc014,229.0,True
AtCoder,abc014_2,B. 価格の合計,604.0,Easy,,,,abc014,229.0,True
AtCoder,abc014_3,C. AtColor,1276.0,Medium,,,,abc014,229.0,True
AtCoder,abc014_4,D. 閉路,1856.0,Medium,,,,abc014,229.0,True
AtCoder,abc015_1,A. 高橋くんの研修,-177.0,Easy,,,,abc015,290.0,True
AtCoder,abc015_2,B. 高橋くんの集計,123.0,Easy,,,,abc015,290.0,True
AtCoder,abc015_3,C. 高橋くんのバグ探し,912.0,Medium,,,,abc015,290.0,True
AtCoder,abc015_4,D. 高橋くんの苦悩,1388.0,Medium,,,,abc015,290.0,True
AtCoder,abc016_1,A. 12月6日,-138.0,Easy,,,,abc016,358.0,True
AtCoder,abc016_2,B. A±B Problem,-57.0,Easy,,,,abc016,358.0,True
AtCoder,abc016_3,C. 友達の友達,830.0,Medium,,,,abc016,358.0,True
AtCoder,abc016_4,D. 一刀両断,1305.0,Medium,,,,abc016,358.0,True
AtCoder,abc017_1,A. プロコン,-20.0,Easy,,,,abc017,289.0,True
AtCoder,abc017_2,B. choku語,547.0,Easy,,,,abc017,289.0,True
AtCoder,abc017_3,C. ハイスコア,1607.0,Medium,,,,abc017,289.0,True
AtCoder,abc017_4,D. サプリメント,1956.0,Medium,,,,abc017,289.0,True
AtCoder,abc018_1,A. 豆まき,157.0,Easy,,,,abc018,288.0,True
AtCoder,abc018_2,B. 文字列の反転,469.0,Easy,,,,abc018,288.0,True
AtCoder,abc018_3,C. 菱型カウント,1553.0,Medium,,,,abc018,288.0,True
AtCoder,abc018_4,D. バレンタインデー,1711.0,Medium,,,,abc018,288.0,True
AtCoder,abc019_1,A. 高橋くんと年齢,-22.0,Easy,,,,abc019,281.0,True
AtCoder,abc019_2,B. 高橋くんと文字列圧縮,534.0,Easy,,,,abc019,281.0,True
AtCoder,abc019_3,C. 高橋くんと魔法の箱,1129.0,Medium,,,,abc019,281.0,True
AtCoder,abc019_4,D. 高橋くんと木の直径,1378.0,Medium,,,,abc019,281.0,True
AtCoder,abc020_a,A. クイズ,-73.0,Easy,,,,abc020,252.0,True
AtCoder,abc020_b,B. 足し算,160.0,Easy,,,,abc020,252.0,True
AtCoder,abc020_c,C. 壁抜け,1477.0,Medium,,,,abc020,252.0,True
AtCoder,abc020_d,D. LCM Rush,2695.0,Hard,,,,abc020,252.0,True
AtCoder,abc021_a,A. 足し算,-256.0,Easy,,,,abc021,285.0,True
AtCoder,abc021_b,B. 嘘つきの高橋くん,391.0,Easy,,,,abc021,285.0,True
AtCoder,abc021_c,C. 正直者の高橋くん,1324.0,Medium,,,,abc021,285.0,True
AtCoder,abc021_d,D. 多重ループ,1704.0,Medium,,,,abc021,285.0,True
AtCoder,abc022_a,A. Best Body,373.0,Easy,,,,abc022,268.0,True
AtCoder,abc022_b,B. Bumble Bee,621.0,Easy,,,,abc022,268.0,True
AtCoder,abc022_c,C. Blue Bird,1505.0,Medium,,,,abc022,268.0,True
AtCoder,abc022_d,D. Big Bang,1857.0,Medium,,,,abc022,268.0,True
AtCoder,abc023_a,A. 加算王,-410.0,Easy,,,,abc023,307.0,True
AtCoder,abc023_b,B. 手芸王,570.0,Easy,,,,abc023,307.0,True
AtCoder,abc023_c,C. 収集王,1752.0,Medium,,,,abc023,307.0,True
AtCoder,abc023_d,D. 射撃王,1843.0,Medium,,,,abc023,307.0,True
AtCoder,abc024_a,A. 動物園,-5.0,Easy,,,,abc024,329.0,True
AtCoder,abc024_b,B. 自動ドア,365.0,Easy,,,,abc024,329.0,True
AtCoder,abc024_c,C. 民族大移動,1007.0,Medium,,,,abc024,329.0,True
AtCoder,abc024_d,D. 動的計画法,2050.0,Hard,,,,abc024,329.0,True
AtCoder,abc025_a,A. 25個の文字列,-15.0,Easy,,,,abc025,300.0,True
AtCoder,abc025_b,B. 双子とスイカ割り,358.0,Easy,,,,abc025,300.0,True
AtCoder,abc025_c,C. 双子と○×ゲーム,1640.0,Medium,,,,abc025,300.0,True
AtCoder,abc025_d,D. 25個の整数,3006.0,Hard,,,,abc025,300.0,True
AtCoder,abc026_a,A. 掛け算の最大値,-291.0,Easy,,,,abc026,367.0,True
AtCoder,abc026_b,B. N重丸,199.0,Easy,,,,abc026,367.0,True
AtCoder,abc026_c,C. 高橋君の給料,820.0,Medium,,,,abc026,367.0,True
AtCoder,abc026_d,D. 高橋君ボール1号,1406.0,Medium,,,,abc026,367.0,True
AtCoder,abc027_a,A. 長方形,96.0,Easy,,,,abc027,261.0,True
AtCoder,abc027_b,B. 島と橋,855.0,Medium,,,,abc027,261.0,True
AtCoder,abc027_c,C. 倍々ゲーム,1539.0,Medium,,,,abc027,261.0,True
AtCoder,abc027_d,D. ロボット,2088.0,Hard,,,,abc027,261.0,True
AtCoder,abc028_a,A. テスト評価,-139.0,Easy,,,,abc028,338.0,True
AtCoder,abc028_b,B. 文字数カウント,181.0,Easy,,,,abc028,338.0,True
AtCoder,abc028_c,C. 数を3つ選ぶマン,466.0,Easy,,,,abc028,338.0,True
AtCoder,abc028_d,D. 乱数生成,920.0,Medium,,,,abc028,338.0,True
AtCoder,abc029_a,A. 複数形,-473.0,Easy,,,,abc029,376.0,True
AtCoder,abc029_b,B. カキ,-75.0,Easy,,,,abc029,376.0,True
AtCoder,abc029_c,C. Brute-force Attack,584.0,Easy,,,,abc029,376.0,True
AtCoder,abc029_d,D. 1,1393.0,Medium,,,,abc029,376.0,True
AtCoder,abc030_a,A. 勝率計算,-39.0,Easy,,,,abc030,350.0,True
AtCoder,abc030_b,B. 時計盤,698.0,Easy,,,,abc030,350.0,True
AtCoder,abc030_c,C. 飛行機乗り,1000.0,Medium,,,,abc030,350.0,True
AtCoder,abc030_d,D. へんてこ辞書,1586.0,Medium,,,,abc030,350.0,True
AtCoder,abc031_a,A. ゲーム,-209.0,Easy,,,,abc031,342.0,True
AtCoder,abc031_b,B. 運動管理,192.0,Easy,,,,abc031,342.0,True
AtCoder,abc031_c,C. 数列ゲーム,1106.0,Medium,,,,abc031,342.0,True
AtCoder,abc031_d,D. 語呂合わせ,1688.0,Medium,,,,abc031,342.0,True
AtCoder,abc032_a,A. 高橋君と青木君の好きな数,171.0,Easy,,,,abc032,296.0,True
AtCoder,abc032_b,B. 高橋君とパスワード,672.0,Easy,,,,abc032,296.0,True
AtCoder,abc032_c,C. 列,1244.0,Medium,,,,abc032,296.0,True
AtCoder,abc032_d,D. ナップサック問題,1731.0,Medium,,,,abc032,296.0,True
AtCoder,abc033_a,A. 暗証番号,-326.0,Easy,,,,abc033,348.0,True
AtCoder,abc033_b,B. 町の合併,279.0,Easy,,,,abc033,348.0,True
AtCoder,abc033_c,C. 数式の書き換え,755.0,Easy,,,,abc033,348.0,True
AtCoder,abc033_d,D. 三角形の分類,2248.0,Hard,,,,abc033,348.0,True
AtCoder,abc034_a,A. テスト,-227.0,Easy,,,,abc034,339.0,True
AtCoder,abc034_b,B. ペア,-65.0,Easy,,,,abc034,339.0,True
AtCoder,abc034_c,C. 経路,1440.0,Medium,,,,abc034,339.0,True
AtCoder,abc034_d,D. 食塩水,1549.0,Medium,,,,abc034,339.0,True
AtCoder,abc035_a,A. テレビ,59.0,Easy,,,,abc035,380.0,True
AtCoder,abc035_b,B. ドローン,804.0,Medium,,,,abc035,380.0,True
AtCoder,abc035_c,C. オセロ,1096.0,Medium,,,,abc035,380.0,True
AtCoder,abc035_d,D. トレジャーハント,1591.0,Medium,,,,abc035,380.0,True
AtCoder,abc036_a,A. お茶,-374.0,Easy,,,,abc036,429.0,True
AtCoder,abc036_b,B. 回転,324.0,Easy,,,,abc036,429.0,True
AtCoder,abc036_c,C. 座圧,956.0,Medium,,,,abc036,429.0,True
AtCoder,abc036_d,D. 塗り絵,1602.0,Medium,,,,abc036,429.0,True
AtCoder,abc037_a,A. 饅頭,-225.0,Easy,,,,abc037,506.0,True
AtCoder,abc037_b,B. 編集,192.0,Easy,,,,abc037,506.0,True
AtCoder,abc037_c,C. 総和,915.0,Medium,,,,abc037,506.0,True
AtCoder,abc037_d,D. 経路,1377.0,Medium,,,,abc037,506.0,True
AtCoder,abc038_a,A. お茶,-145.0,Easy,,,,abc038,531.0,True
AtCoder,abc038_b,B. ディスプレイ,-31.0,Easy,,,,abc038,531.0,True
AtCoder,abc038_c,C. 単調増加,894.0,Medium,,,,abc038,531.0,True
AtCoder,abc038_d,D. プレゼント,1804.0,Medium,,,,abc038,531.0,True
AtCoder,abc039_a,A. 高橋直体,-358.0,Easy,,,,abc039,529.0,True
AtCoder,abc039_b,B. エージェント高橋君,-54.0,Easy,,,,abc039,529.0,True
AtCoder,abc039_c,C. ピアニスト高橋君,524.0,Easy,,,,abc039,529.0,True
AtCoder,abc039_d,D. 画像処理高橋君,1039.0,Medium,,,,abc039,529.0,True
AtCoder,abc040_a,A. 赤赤赤赤青,-186.0,Easy,,,,abc040,540.0,True
AtCoder,abc040_b,B. □□□□□,640.0,Easy,,,,abc040,540.0,True
AtCoder,abc040_c,C. 柱柱柱柱柱,896.0,Medium,,,,abc040,540.0,True
AtCoder,abc040_d,D. 道路の老朽化対策について,1656.0,Medium,,,,abc040,540.0,True
AtCoder,abc041_a,A. 添字,-238.0,Easy,,,,abc041,517.0,True
AtCoder,abc041_b,B. 直方体,385.0,Easy,,,,abc041,517.0,True
AtCoder,abc041_c,C. 背の順,629.0,Easy,,,,abc041,517.0,True
AtCoder,abc041_d,D. 徒競走,1670.0,Medium,,,,abc041,517.0,True
AtCoder,abc042_a,A. Iroha and Haiku (ABC Edition),-201.0,Easy,,,,abc042,236.0,False
AtCoder,abc042_b,B. Iroha Loves Strings (ABC Edition),616.0,Easy,,,,abc042,236.0,False
AtCoder,abc043_a,A. Children and Candies (ABC Edit),-272.0,Easy,,,,abc043,201.0,False
AtCoder,abc043_b,B. Unhappy Hacking (ABC Edit),512.0,Easy,,,,abc043,201.0,False
AtCoder,abc044_a,A. Tak and Hotels (ABC Edit),-334.0,Easy,,,,abc044,216.0,False
AtCoder,abc044_b,B. Beautiful Strings,243.0,Easy,,,,abc044,216.0,False
AtCoder,abc045_a,A. Trapezoids,-687.0,Easy,,,,abc045,255.0,False
AtCoder,abc045_b,B. Card Game for Three (ABC Edit),635.0,Easy,,,,abc045,255.0,False
AtCoder,abc046_a,A. AtCoDeer and Paint Cans,-112.0,Easy,,,,abc046,254.0,False
AtCoder,abc046_b,B. Painting Balls with AtCoDeer,633.0,Easy,,,,abc046,254.0,False
AtCoder,abc047_a,A. Fighting over Candies,-115.0,Easy,,,,abc047,252.0,False
AtCoder,abc047_b,B. Snuke's Coloring 2 (ABC Edit),726.0,Easy,,,,abc047,252.0,False
AtCoder,abc048_a,A. AtCoder *** Contest,-401.0,Easy,,,,abc048,207.0,False
AtCoder,abc048_b,B. Between a and b ...,861.0,Medium,,,,abc048,207.0,False
AtCoder,abc049_a,A. UOIAUAI,,Unknown,,,,abc049,,False
AtCoder,abc049_b,B. Thin,219.0,Easy,,,,abc049,198.0,False
AtCoder,abc050_a,A. Addition and Subtraction Easy,-284.0,Easy,,,,abc050,187.0,False
AtCoder,abc050_b,B. Contest with Drinks Easy,187.0,Easy,,,,abc050,187.0,False
AtCoder,abc051_a,A. Haiku,-359.0,Easy,,,,abc051,307.0,False
AtCoder,abc051_b,B. Sum of Three Integers,784.0,Easy,,,,abc051,307.0,False
AtCoder,abc051_c,C. Back and Forth,968.0,Medium,,,,abc051,497.0,False
AtCoder,abc051_d,D. Candidates of No Shortest Paths,1566.0,Medium,,,,abc051,497.0,False
AtCoder,abc052_a,A. Two Rectangles,-600.0,Easy,,,,abc052,234.0,False
AtCoder,abc052_b,B. Increment Decrement,24.0,Easy,,,,abc052,234.0,False
AtCoder,abc053_a,A. ABC/ARC,-510.0,Easy,,,,abc053,248.0,False
AtCoder,abc053_b,B. A to Z String,44.0,Easy,,,,abc053,248.0,False
AtCoder,abc054_a,A. One Card Poker,-141.0,Easy,,,,abc054,394.0,False
AtCoder,abc054_b,B. Template Matching,893.0,Medium,,,,abc054,394.0,False
