platform,problem_id,title,difficulty_raw,difficulty_band,accepted_count,submission_count,acceptance_rate,paid_only,tags
LeetCode,119,Pascal's Triangle II,1,Easy,,,67.57751144910561,False,"['Array', 'Dynamic Programming']"
LeetCode,120,Triangle,2,Medium,,,59.91702631893637,False,"['Array', 'Dynamic Programming']"
LeetCode,121,Best Time to Buy and Sell Stock,1,Easy,,,56.92171547676437,False,"['Array', 'Dynamic Programming']"
LeetCode,122,Best Time to Buy and Sell Stock II,2,Medium,,,71.20272377682244,False,"['Array', 'Dynamic Programming', 'Greedy']"
LeetCode,123,Best Time to Buy and Sell Stock III,3,Hard,,,53.934573166914,False,"['Array', 'Dynamic Programming']"
LeetCode,124,Binary Tree Maximum Path Sum,3,Hard,,,42.39979028540845,False,"['Dynamic Programming', 'Tree', 'Depth-First Search', 'Binary Tree']"
LeetCode,125,Valid Palindrome,1,Easy,,,53.52095591398004,False,"['Two Pointers', 'String']"
LeetCode,126,Word Ladder II,3,Hard,,,27.76250183852738,False,"['Hash Table', 'String', 'Backtracking', 'Breadth-First Search']"
LeetCode,127,Word Ladder,3,Hard,,,45.77076797170287,False,"['Hash Table', 'String', 'Breadth-First Search']"
LeetCode,128,Longest Consecutive Sequence,2,Medium,,,47.13393305046464,False,"['Array', 'Hash Table', 'Union-Find']"
LeetCode,129,Sum Root to Leaf Numbers,2,Medium,,,70.03474821980826,False,"['Tree', 'Depth-First Search', 'Binary Tree']"
LeetCode,130,Surrounded Regions,2,Medium,,,45.533367445969084,False,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Union-Find', 'Matrix']"
LeetCode,131,Palindrome Partitioning,2,Medium,,,74.16150003955572,False,"['String', 'Dynamic Programming', 'Backtracking']"
LeetCode,132,Palindrome Partitioning II,3,Hard,,,37.22971589080375,False,"['String', 'Dynamic Programming']"
LeetCode,133,Clone Graph,2,Medium,,,65.50176903852629,False,"['Hash Table', 'Depth-First Search', 'Breadth-First Search', 'Graph Theory']"
LeetCode,134,Gas Station,2,Medium,,,48.12438640947298,False,"['Array', 'Greedy']"
LeetCode,135,Candy,3,Hard,,,48.60806685170914,False,"['Array', 'Greedy']"
LeetCode,136,Single Number,1,Easy,,,77.81584672636758,False,"['Array', 'Bit Manipulation']"
LeetCode,137,Single Number II,2,Medium,,,67.2429297343743,False,"['Array', 'Bit Manipulation']"
LeetCode,138,Copy List with Random Pointer,2,Medium,,,63.08501105748066,False,"['Hash Table', 'Linked List']"
LeetCode,139,Word Break,2,Medium,,,49.547028865821645,False,"['Array', 'Hash Table', 'String', 'Dynamic Programming', 'Trie', 'Memoization']"
LeetCode,140,Word Break II,3,Hard,,,55.6811525114229,False,"['Array', 'Hash Table', 'String', 'Dynamic Programming', 'Backtracking', 'Trie', 'Memoization']"
LeetCode,141,Linked List Cycle,1,Easy,,,54.492506046391675,False,"['Hash Table', 'Linked List', 'Two Pointers']"
LeetCode,142,Linked List Cycle II,2,Medium,,,58.21481101631327,False,"['Hash Table', 'Linked List', 'Two Pointers']"
LeetCode,143,Reorder List,2,Medium,,,65.47028382189774,False,"['Linked List', 'Two Pointers', 'Stack', 'Recursion']"
LeetCode,144,Binary Tree Preorder Traversal,1,Easy,,,75.93807056343714,False,"['Stack', 'Tree', 'Depth-First Search', 'Binary Tree']"
LeetCode,145,Binary Tree Postorder Traversal,1,Easy,,,78.32994690706401,False,"['Stack', 'Tree', 'Depth-First Search', 'Binary Tree']"
LeetCode,146,LRU Cache,2,Medium,,,47.50155210164896,False,"['Hash Table', 'Linked List', 'Design', 'Doubly-Linked List']"
LeetCode,147,Insertion Sort List,2,Medium,,,59.352681242971464,False,"['Linked List', 'Sorting']"
LeetCode,148,Sort List,2,Medium,,,64.63482516465264,False,"['Linked List', 'Two Pointers', 'Divide and Conquer', 'Sorting', 'Merge Sort']"
LeetCode,149,Max Points on a Line,3,Hard,,,30.88941592793617,False,"['Array', 'Hash Table', 'Math', 'Geometry']"
LeetCode,150,Evaluate Reverse Polish Notation,2,Medium,,,57.960085846733854,False,"['Array', 'Math', 'Stack']"
LeetCode,151,Reverse Words in a String,2,Medium,,,56.706939673704504,False,"['Two Pointers', 'String']"
LeetCode,152,Maximum Product Subarray,2,Medium,,,36.52472910327784,False,"['Array', 'Dynamic Programming']"
LeetCode,153,Find Minimum in Rotated Sorted Array,2,Medium,,,54.81455174649452,False,"['Array', 'Binary Search']"
LeetCode,154,Find Minimum in Rotated Sorted Array II,3,Hard,,,46.66286017516798,False,"['Array', 'Binary Search']"
LeetCode,155,Min Stack,2,Medium,,,58.27110030839735,False,"['Stack', 'Design']"
LeetCode,156,Binary Tree Upside Down,2,Medium,,,65.51963718126166,True,"['Tree', 'Depth-First Search', 'Binary Tree']"
LeetCode,157,Read N Characters Given Read4,1,Easy,,,42.57266128622913,True,"['Array', 'Simulation', 'Interactive']"
LeetCode,158,Read N Characters Given read4 II - Call Multiple Times,3,Hard,,,43.304979640219074,True,"['Array', 'Simulation', 'Interactive']"
LeetCode,159,Longest Substring with At Most Two Distinct Characters,2,Medium,,,57.10180369529326,True,"['Hash Table', 'String', 'Sliding Window']"
LeetCode,160,Intersection of Two Linked Lists,1,Easy,,,63.9525622527149,False,"['Hash Table', 'Linked List', 'Two Pointers']"
LeetCode,161,One Edit Distance,2,Medium,,,34.57475979547157,True,"['Two Pointers', 'String']"
LeetCode,162,Find Peak Element,2,Medium,,,46.996551758915025,False,"['Array', 'Binary Search']"
LeetCode,163,Missing Ranges,1,Easy,,,35.66619325653569,True,['Array']
LeetCode,164,Maximum Gap,2,Medium,,,52.245233183482185,False,"['Array', 'Sorting', 'Bucket Sort', 'Radix Sort']"
LeetCode,165,Compare Version Numbers,2,Medium,,,46.50913790645075,False,"['Two Pointers', 'String']"
LeetCode,166,Fraction to Recurring Decimal,2,Medium,,,30.990818091286165,False,"['Hash Table', 'Math', 'String']"
LeetCode,167,Two Sum II - Input Array Is Sorted,2,Medium,,,65.23778772662241,False,"['Array', 'Two Pointers', 'Binary Search']"
LeetCode,168,Excel Sheet Column Title,1,Easy,,,46.7105732452742,False,"['Math', 'String']"
LeetCode,169,Majority Element,1,Easy,,,66.34940049207346,False,"['Array', 'Hash Table', 'Divide and Conquer', 'Sorting', 'Counting']"
LeetCode,170,Two Sum III - Data structure design,1,Easy,,,39.156975439391445,True,"['Array', 'Hash Table', 'Two Pointers', 'Design', 'Data Stream']"
LeetCode,171,Excel Sheet Column Number,1,Easy,,,67.89815369099611,False,"['Math', 'String']"
LeetCode,172,Factorial Trailing Zeroes,2,Medium,,,46.864340970634984,False,['Math']
LeetCode,173,Binary Search Tree Iterator,2,Medium,,,76.57319837437258,False,"['Stack', 'Tree', 'Design', 'Binary Search Tree', 'Binary Tree', 'Iterator']"
LeetCode,174,Dungeon Game,3,Hard,,,41.496243570257946,False,"['Array', 'Dynamic Programming', 'Matrix']"
LeetCode,179,Largest Number,2,Medium,,,43.182704215310764,False,"['Array', 'String', 'Greedy', 'Sorting']"
LeetCode,186,Reverse Words in a String II,2,Medium,,,56.728988598427954,True,"['Two Pointers', 'String']"
LeetCode,187,Repeated DNA Sequences,2,Medium,,,53.44860486707158,False,"['Hash Table', 'String', 'Bit Manipulation', 'Sliding Window', 'Rolling Hash', 'Hash Function']"
LeetCode,188,Best Time to Buy and Sell Stock IV,3,Hard,,,50.38543240246215,False,"['Array', 'Dynamic Programming']"
LeetCode,189,Rotate Array,2,Medium,,,45.0492844861228,False,"['Array', 'Math', 'Two Pointers']"
LeetCode,190,Reverse Bits,1,Easy,,,68.60734280252503,False,"['Divide and Conquer', 'Bit Manipulation']"
LeetCode,191,Number of 1 Bits,1,Easy,,,76.97956677454276,False,"['Divide and Conquer', 'Bit Manipulation']"
LeetCode,198,House Robber,2,Medium,,,53.29537307857206,False,"['Array', 'Dynamic Programming']"
LeetCode,199,Binary Tree Right Side View,2,Medium,,,70.41908384455552,False,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']"
LeetCode,200,Number of Islands,2,Medium,,,64.54077712537833,False,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Union-Find', 'Matrix']"
LeetCode,201,Bitwise AND of Numbers Range,2,Medium,,,49.07377431789436,False,['Bit Manipulation']
LeetCode,202,Happy Number,1,Easy,,,59.78228789142154,False,"['Hash Table', 'Math', 'Two Pointers']"
LeetCode,203,Remove Linked List Elements,1,Easy,,,54.661850122788344,False,"['Linked List', 'Recursion']"
LeetCode,204,Count Primes,2,Medium,,,36.137000291637385,False,"['Array', 'Math', 'Enumeration', 'Number Theory']"
LeetCode,205,Isomorphic Strings,1,Easy,,,48.51447667485193,False,"['Hash Table', 'String']"
LeetCode,206,Reverse Linked List,1,Easy,,,80.66994958064429,False,"['Linked List', 'Recursion']"
LeetCode,207,Course Schedule,2,Medium,,,51.59247429679527,False,"['Depth-First Search', 'Breadth-First Search', 'Graph Theory', 'Topological Sort']"
LeetCode,208,Implement Trie (Prefix Tree),2,Medium,,,69.64296744291457,False,"['Hash Table', 'String', 'Design', 'Trie']"
LeetCode,209,Minimum Size Subarray Sum,2,Medium,,,51.90974161791343,False,"['Array', 'Binary Search', 'Sliding Window', 'Prefix Sum']"
LeetCode,210,Course Schedule II,2,Medium,,,55.68732642045825,False,"['Depth-First Search', 'Breadth-First Search', 'Graph Theory', 'Topological Sort']"
LeetCode,211,Design Add and Search Words Data Structure,2,Medium,,,48.599985301682956,False,"['String', 'Depth-First Search', 'Design', 'Trie']"
LeetCode,212,Word Search II,3,Hard,,,38.55588441786769,False,"['Array', 'String', 'Backtracking', 'Trie', 'Matrix']"
LeetCode,213,House Robber II,2,Medium,,,45.034418422300824,False,"['Array', 'Dynamic Programming']"
LeetCode,214,Shortest Palindrome,3,Hard,,,42.587673779075566,False,"['String', 'Rolling Hash', 'String Matching', 'Hash Function']"
LeetCode,215,Kth Largest Element in an Array,2,Medium,,,68.9999431923322,False,"['Array', 'Divide and Conquer', 'Sorting', 'Heap (Priority Queue)', 'Quickselect']"
LeetCode,216,Combination Sum III,2,Medium,,,73.36238186014742,False,"['Array', 'Backtracking']"
LeetCode,217,Contains Duplicate,1,Easy,,,64.43028856478925,False,"['Array', 'Hash Table', 'Sorting']"
LeetCode,218,The Skyline Problem,3,Hard,,,45.45628401715057,False,"['Array', 'Divide and Conquer', 'Binary Indexed Tree', 'Segment Tree', 'Sweep Line', 'Sorting', 'Heap (Priority Queue)', 'Ordered Set']"
LeetCode,219,Contains Duplicate II,1,Easy,,,51.406813192463204,False,"['Array', 'Hash Table', 'Sliding Window']"
LeetCode,220,Contains Duplicate III,3,Hard,,,24.838188826268905,False,"['Array', 'Sliding Window', 'Sorting', 'Bucket Sort', 'Ordered Set']"
LeetCode,221,Maximal Square,2,Medium,,,50.44007812659036,False,"['Array', 'Dynamic Programming', 'Matrix']"
LeetCode,222,Count Complete Tree Nodes,1,Easy,,,72.81792329006855,False,"['Binary Search', 'Bit Manipulation', 'Tree', 'Binary Tree']"
LeetCode,223,Rectangle Area,2,Medium,,,49.748742862013124,False,"['Math', 'Geometry']"
LeetCode,224,Basic Calculator,3,Hard,,,46.94481238514578,False,"['Math', 'String', 'Stack', 'Recursion']"
LeetCode,225,Implement Stack using Queues,1,Easy,,,70.13632366395589,False,"['Stack', 'Design', 'Queue']"
LeetCode,226,Invert Binary Tree,1,Easy,,,80.14256640303189,False,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']"
LeetCode,227,Basic Calculator II,2,Medium,,,46.95600387179239,False,"['Math', 'String', 'Stack']"
LeetCode,228,Summary Ranges,1,Easy,,,54.32006549637289,False,['Array']
LeetCode,229,Majority Element II,2,Medium,,,56.31799329451026,False,"['Array', 'Hash Table', 'Sorting', 'Counting']"
LeetCode,230,Kth Smallest Element in a BST,2,Medium,,,76.93423507150833,False,"['Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']"
LeetCode,231,Power of Two,1,Easy,,,50.18342261952697,False,"['Math', 'Bit Manipulation', 'Recursion']"
LeetCode,232,Implement Queue using Stacks,1,Easy,,,69.9286661779513,False,"['Stack', 'Design', 'Queue']"
LeetCode,233,Number of Digit One,3,Hard,,,38.97549416973249,False,"['Math', 'Dynamic Programming', 'Recursion']"
LeetCode,234,Palindrome Linked List,1,Easy,,,58.14966397282759,False,"['Linked List', 'Two Pointers', 'Stack', 'Recursion']"
LeetCode,235,Lowest Common Ancestor of a Binary Search Tree,2,Medium,,,70.75679402351052,False,"['Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']"
LeetCode,236,Lowest Common Ancestor of a Binary Tree,2,Medium,,,69.5014888235237,False,"['Tree', 'Depth-First Search', 'Binary Tree']"
LeetCode,237,Delete Node in a Linked List,2,Medium,,,84.00097004261026,False,['Linked List']
LeetCode,238,Product of Array Except Self,2,Medium,,,68.9790104354309,False,"['Array', 'Prefix Sum']"
LeetCode,239,Sliding Window Maximum,3,Hard,,,48.85473345461464,False,"['Array', 'Queue', 'Sliding Window', 'Heap (Priority Queue)', 'Monotonic Queue']"
LeetCode,240,Search a 2D Matrix II,2,Medium,,,57.44075130901841,False,"['Array', 'Binary Search', 'Divide and Conquer', 'Matrix']"
LeetCode,241,Different Ways to Add Parentheses,2,Medium,,,73.36113874646055,False,"['Math', 'String', 'Dynamic Programming', 'Recursion', 'Memoization']"
LeetCode,242,Valid Anagram,1,Easy,,,68.21729006726763,False,"['Hash Table', 'String', 'Sorting']"
LeetCode,243,Shortest Word Distance,1,Easy,,,66.34596030755606,True,"['Array', 'String']"
LeetCode,244,Shortest Word Distance II,2,Medium,,,62.91498759270907,True,"['Array', 'Hash Table', 'Two Pointers', 'String', 'Design']"
LeetCode,245,Shortest Word Distance III,2,Medium,,,59.49330537892246,True,"['Array', 'String']"
LeetCode,246,Strobogrammatic Number,1,Easy,,,47.50727046115497,True,"['Hash Table', 'Two Pointers', 'String']"
